948743063	20200926	202009	2020	2020.7288	COP	POLICE						COP			CVL	MIGRANT						CVL			0	020	020	02	1	3.0	10	1	10	-6.15763546798029	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200926	https://www.newindianexpress.com/states/kerala/2020/sep/26/biometric-data-to-monitor-migrant-workers-2202032.html
948743210	20200926	202009	2020	2020.7288	CVL	PEASANT						CVL			LAB	WORKER						LAB			0	145	145	14	3	-7.5	6	1	6	-2.44252873563219	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948743211	20200926	202009	2020	2020.7288	CVL	PEASANT						CVL			LAB	WORKER						LAB			0	145	145	14	3	-7.5	4	1	4	-2.44252873563219	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948743338	20200926	202009	2020	2020.7288	EDU	SCHOOL						EDU			USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	20	2	20	-1.08524711487315	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200926	https://sg.news.yahoo.com/johnson-johnson-covid-19-vaccine-185801903.html
948743470	20200926	202009	2020	2020.7288	GOV	DIRECTOR GENERAL						GOV													1	010	010	01	1	0.0	26	4	26	-1.93115403180533	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200926	https://www.newindianexpress.com/entertainment/hindi/2020/sep/25/actor-rakul-preet-singhs-statement-recorded-before-ncb-in-drug-case-2201885.html
948743471	20200926	202009	2020	2020.7288	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	71	13	71	-0.707221762311987	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200926	https://indianexpress.com/article/india/china-pakistan-in-mind-pm-modi-to-spell-out-india-priorities-at-unga-today-6615760/
948743490	20200926	202009	2020	2020.7288	GOV	MINIST OF LAW						GOV													0	014	014	01	1	0.0	10	1	10	-0.54559625876851	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200926	https://indianexpress.com/article/india/bihar-elections-2020-election-commission-masks-covid-6615580/
948743495	20200926	202009	2020	2020.7288	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	3	1	3	-5.33562822719449	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	0							4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743496	20200926	202009	2020	2020.7288	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	2	1	2	-5.33562822719449	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743533	20200926	202009	2020	2020.7288	GOV	GOVERNMENT						GOV													0	060	060	06	2	6.0	5	1	5	-4.96083550913838	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200926	https://www.newindianexpress.com/opinions/editorials/2020/sep/26/fcraamendmentswill-throttle-civilsociety-organisations-2202029.html
948743590	20200926	202009	2020	2020.7288	GOV	PRIME MINISTER						GOV			AGR	FARMER						AGR			1	011	011	01	1	-0.1	10	1	10	-0.49455984174085	4	Gandhinagar, Gujarat, India	IN	IN09	23.2167	72.6833	-2095816	4	Gandhinagar, Gujarat, India	IN	IN09	23.2167	72.6833	-2095816	4	Gandhinagar, Gujarat, India	IN	IN09	23.2167	72.6833	-2095816	20200926	https://indianexpress.com/article/india/gujarat-bill-amending-apmc-act-passed-cong-calls-it-anti-farmer-walks-out-6615933/
948743676	20200926	202009	2020	2020.7288	GOV	PRIME MINISTER						GOV			USA	NEW YORK	USA								0	010	010	01	1	0.0	7	1	7	1.76817288801572	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200926	https://indianexpress.com/article/india/china-pakistan-in-mind-pm-modi-to-spell-out-india-priorities-at-unga-today-6615760/
948743767	20200926	202009	2020	2020.7288	HLH	HOSPITAL						HLH													1	042	042	04	1	1.9	2	1	2	-7.07070707070707	4	Arumbakkam, Tamil Nadu, India	IN	IN25	13.2178	79.9853	9087364	0							4	Arumbakkam, Tamil Nadu, India	IN	IN25	13.2178	79.9853	9087364	20200926	https://www.newindianexpress.com/cities/chennai/2020/sep/26/strife-over-pay-back-youth-pushed-to-death-2201993.html
948743808	20200926	202009	2020	2020.7288	IND	UTTAR PRADESH	IND																		0	013	013	01	1	0.4	6	1	6	-1.26582278481012	4	Gorakhpur, Uttar Pradesh, India	IN	IN36	26.755	83.3739	-2096610	0							4	Gorakhpur, Uttar Pradesh, India	IN	IN36	26.755	83.3739	-2096610	20200926	https://indianexpress.com/article/india/adityanath-rs-10-lakh-aid-for-kin-of-mediapersons-who-died-of-covid-6616222/
948743809	20200926	202009	2020	2020.7288	IND	MUMBAI	IND																		1	043	043	04	1	2.8	492	71	468	-2.59960235451367	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200926	https://indianewengland.com/2020/09/bollywood-roundup-urvashi-rautela-jacqueline-fernandez-swara-bhasker-and-more/
948743810	20200926	202009	2020	2020.7288	IND	MUMBAI	IND																		1	043	043	04	1	2.8	28	6	28	-1.50187433923301	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200926	https://indianewengland.com/2020/09/bollywood-roundup-urvashi-rautela-jacqueline-fernandez-swara-bhasker-and-more/
948743811	20200926	202009	2020	2020.7288	IND	MUMBAI	IND																		1	090	090	09	2	-2.0	48	7	42	-0.762560232889511	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200926	https://indianewengland.com/2020/09/bollywood-roundup-urvashi-rautela-jacqueline-fernandez-swara-bhasker-and-more/
948743812	20200926	202009	2020	2020.7288	IND	PATNA	IND																		1	110	110	11	3	-2.0	10	1	10	-6.21468926553672	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948743813	20200926	202009	2020	2020.7288	IND	PATNA	IND																		1	141	141	14	3	-6.5	26	4	26	-4.73564322839535	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948743814	20200926	202009	2020	2020.7288	IND	NEW DELHI	IND																		1	141	141	14	3	-6.5	3	1	3	-6.21468926553672	4	Mysuru, Karnataka, India	IN	IN19	12.3072	76.6497	-2105255	0							4	Davangere, Karnataka, India	IN	IN19	14.4667	75.9167	-2094156	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948743815	20200926	202009	2020	2020.7288	IND	LUCKNOW	IND																		1	180	180	18	4	-9.0	3	1	3	-8	4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	0							4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	20200926	https://indianexpress.com/article/india/aligarh-bjp-leaders-stage-protest-after-woman-files-harassment-complaint-6616225/
948743816	20200926	202009	2020	2020.7288	IND	SRINAGAR	IND																		1	190	190	19	4	-10.0	5	1	5	-4.0150564617315	4	Rajouri, Jammu and Kashmir, India	IN	IN12	33.25	74.25	-2108702	0							4	Rajouri, Jammu and Kashmir, India	IN	IN12	33.25	74.25	-2108702	20200926	https://indianexpress.com/article/india/dna-confirms-identity-of-three-labourers-killed-by-army-in-shopian-6615213/
948743817	20200926	202009	2020	2020.7288	IND	BIHAR	IND								AGR	FARMER						AGR			1	032	032	03	1	4.5	3	1	3	-6.21468926553672	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948743818	20200926	202009	2020	2020.7288	IND	BIHAR	IND								AGR	FARMER						AGR			1	032	032	03	1	4.5	1	1	1	-6.21468926553672	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Fatehabad, Uttar Pradesh, India	IN	IN36	27.0167	78.3167	-2095593	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948743819	20200926	202009	2020	2020.7288	IND	JHARKHAND	IND								INDGOV	JHARKHAND	IND					GOV			1	111	111	11	3	-2.0	4	1	4	0.47619047619047	4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	20200926	http://www.ptinews.com/news/11838031_Farm-bills-anti-farmer--J-khand-CM.html
948743820	20200926	202009	2020	2020.7288	IND	KOLKATA	IND								LEG	CONGRESS						LEG			1	141	141	14	3	-6.5	1	1	1	-2.44252873563219	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948743821	20200926	202009	2020	2020.7288	IND	WEST BENGAL	IND								LEG	PARLIAMENT						LEG			1	141	141	14	3	-6.5	10	1	10	-2.44252873563219	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948743822	20200926	202009	2020	2020.7288	IND	KOLKATA	IND								LEG	CONGRESS						LEG			1	141	141	14	3	-6.5	2	1	2	-2.44252873563219	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948743823	20200926	202009	2020	2020.7288	IND	SRINAGAR	IND								PTY	POLITICAL PARTIES									1	111	111	11	3	-2.0	5	1	5	-4.0150564617315	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200926	https://indianexpress.com/article/india/dna-confirms-identity-of-three-labourers-killed-by-army-in-shopian-6615213/
948743831	20200926	202009	2020	2020.7288	JAN	JAIN				JAN					GOV	DIRECTOR GENERAL						GOV			1	010	010	01	1	0.0	8	2	8	-2.2113957666172	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200926	https://www.newindianexpress.com/entertainment/hindi/2020/sep/25/actor-rakul-preet-singhs-statement-recorded-before-ncb-in-drug-case-2201885.html
948743892	20200926	202009	2020	2020.7288	JUD	MAGISTRATE						JUD													1	141	141	14	3	-6.5	3	1	3	-5.33562822719449	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	0							4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743896	20200926	202009	2020	2020.7288	JUD	LAWYER						JUD													0	1712	171	17	4	-9.2	16	1	10	-5.33562822719449	4	Lalganj, Uttar Pradesh, India	IN	IN36	25.0167	82.3667	-2102395	0							4	Lalganj, Uttar Pradesh, India	IN	IN36	25.0167	82.3667	-2102395	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743897	20200926	202009	2020	2020.7288	JUD	LAWYER						JUD													0	1712	171	17	4	-9.2	4	1	4	-5.33562822719449	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743924	20200926	202009	2020	2020.7288	JUD	MAGISTRATE						JUD			GOV	GOVERNMENT						GOV			1	141	141	14	3	-6.5	3	1	3	-5.33562822719449	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948743925	20200926	202009	2020	2020.7288	JUD	MAGISTRATE						JUD			GOV	GOVERNMENT						GOV			1	141	141	14	3	-6.5	4	1	4	-5.33562822719449	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Pratapgarh, Uttar Pradesh, India	IN	IN36	25.9333	81.9833	-2090935	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200926	https://indianexpress.com/article/india/pratapgarh-sdm-suspended-after-he-protests-at-dm-residence-661622/
948744023	20200926	202009	2020	2020.7288	LEG	CONGRESS						LEG													1	141	141	14	3	-6.5	4	1	4	-2.44252873563219	4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	0							4	Bankura, West Bengal, India	IN	IN28	23.25	87.0667	-2090243	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
948744024	20200926	202009	2020	2020.7288	LEG	CONGRESS						LEG													0	141	141	14	3	-6.5	2	1	2	-6.21468926553672	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948744025	20200926	202009	2020	2020.7288	LEG	CONGRESS						LEG													0	141	141	14	3	-6.5	2	1	2	-6.21468926553672	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948744026	20200926	202009	2020	2020.7288	LEG	CONGRESS						LEG													0	141	141	14	3	-6.5	6	1	6	-6.21468926553672	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	0							4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200926	https://indianexpress.com/article/india/how-protests-played-out-in-other-states-6616128/
948744027	20200926	202009	2020	2020.7288	LEG	CONGRESS						LEG													1	141	141	14	3	-6.5	2	1	2	-2.44252873563219	4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	0							4	Hooghly, West Bengal, India	IN	IN28	22.8956	88.4025	-2097634	20200926	https://indianexpress.com/article/india/west-bengal-protests-against-farm-bills-sweep-state-6616085/
