948335105	20200924	202009	2020	2020.7233	COP	POLICE						COP			IND	SURAT	IND								0	010	010	01	1	0.0	4	1	4	-3.93258426966292	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200924	https://indianexpress.com/article/india/3-persons-detained-in-surat-with-marijuana-worth-rs-56-45-lakh-6608328/
948335106	20200924	202009	2020	2020.7233	COP	POLICE						COP			IND	SURAT	IND								0	010	010	01	1	0.0	2	1	2	-3.93258426966292	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200924	https://indianexpress.com/article/india/3-persons-detained-in-surat-with-marijuana-worth-rs-56-45-lakh-6608328/
948335258	20200924	202009	2020	2020.7233	CVL	POPULATION						CVL													1	010	010	01	1	0.0	30	3	30	1.33285702945146	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://news.rediff.com/commentary/2020/sep/24/liveupdates.htm
948335266	20200924	202009	2020	2020.7233	CVL	POPULATION						CVL													1	020	020	02	1	3.0	38	5	38	0.309211329381942	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://news.rediff.com/commentary/2020/sep/24/liveupdates.htm
948335436	20200924	202009	2020	2020.7233	EDU	SCHOOL						EDU													0	010	010	01	1	0.0	6	1	6	-1.72413793103449	1	India	IN	IN	20	77	IN	0							3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	20200924	https://www.city-journal.org:443/lefts-campaign-against-educational-excellence-suburbs
948335510	20200924	202009	2020	2020.7233	EDU	STUDENT						EDU			NGOEDU	WORLD ACADEMY OF ART AND SCIENCE						NGO	EDU		1	046	046	04	1	7.0	3	1	3	1.63934426229508	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	https://www.msn.com/en-xl/news/other/diu-hosts-e-talk-on-role-of-academia-making-student-life-ready/ar-BB19mzCG
948335511	20200924	202009	2020	2020.7233	EDU	STUDENT						EDU			NGOEDU	WORLD ACADEMY OF ART AND SCIENCE						NGO	EDU		1	046	046	04	1	7.0	2	1	2	1.63934426229508	1	Thailand	TH	TH	15	100	TH	1	Thailand	TH	TH	15	100	TH	1	India	IN	IN	20	77	IN	20200924	https://www.msn.com/en-xl/news/other/diu-hosts-e-talk-on-role-of-academia-making-student-life-ready/ar-BB19mzCG
948335550	20200924	202009	2020	2020.7233	ESP	MADRID	ESP								CVL	NEIGHBORHOOD						CVL			1	020	020	02	1	3.0	4	1	4	-3.90879478827362	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	https://www.heraldnews.com/ZZ/news/20200923/latest-new-years-eve-in-times-square-to-be-scale-down
948335557	20200924	202009	2020	2020.7233	ESPCVL	MADRID	ESP					CVL			CVL	NEIGHBORHOOD						CVL			1	020	020	02	1	3.0	6	1	6	-3.90879478827362	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	https://www.heraldnews.com/ZZ/news/20200923/latest-new-years-eve-in-times-square-to-be-scale-down
948335668	20200924	202009	2020	2020.7233	GBR	SCOT	GBR								MED	TELEVISION						MED			1	042	042	04	1	1.9	4	1	4	0.69238377843719	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	http://www.msn.com/en-nz/motoring/news/racing-lines-peter-dumbreck-on-his-16th-n24-outing/ar-BB19mjSZ
948335705	20200924	202009	2020	2020.7233	GOV	FIREFIGHTER						GOV													0	010	010	01	1	0.0	5	1	5	-8.86319845857415	4	Hazira, Haryana, India	IN	IN10	29.3167	75.0833	-2097381	0							4	Hazira, Haryana, India	IN	IN10	29.3167	75.0833	-2097381	20200924	https://www.express.co.uk/news/world/1339278/india-explosion-surat-hazara-blast-fire-coronavius-hotspot-china-world-war-3
948335713	20200924	202009	2020	2020.7233	GOV	GOVERNMENT						GOV													1	010	010	01	1	0.0	43	4	33	-0.357645427369084	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	0							4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200924	https://indianexpress.com/article/india/committed-to-msp-but-it-was-never-part-of-law-agri-minister-6608279/
948335781	20200924	202009	2020	2020.7233	GOV	PRESIDENT						GOV													1	051	051	05	1	3.4	35	3	35	-0.272907970876818	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://www.cnsnews.com/article/international/james-carstensen/aspirants-renew-push-permanent-seats-expanded-un-security
948335841	20200924	202009	2020	2020.7233	GOV	ADMINISTRATION						GOV													0	192	192	19	4	-9.5	10	1	10	0.69238377843719	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	http://www.msn.com/en-nz/motoring/news/racing-lines-peter-dumbreck-on-his-16th-n24-outing/ar-BB19mjSZ
948335987	20200924	202009	2020	2020.7233	GOV	SECURITY COUNCIL						GOV			USA	NEW YORK	USA								1	040	040	04	1	1.0	20	1	20	-1.76345075394024	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	https://www.cnsnews.com/article/international/james-carstensen/aspirants-renew-push-permanent-seats-expanded-un-security
948336106	20200924	202009	2020	2020.7233	HLH	DOCTOR						HLH													1	090	090	09	2	-2.0	10	1	10	-1.07526881720431	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://timesofindia.indiatimes.com/life-style/beauty/5-common-nail-concerns-and-what-they-could-mean/photostory/78274595.cms
948336147	20200924	202009	2020	2020.7233	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												1	010	010	01	1	0.0	9	3	9	-3.3586166636152	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://www.heraldnews.com/ZZ/news/20200923/latest-new-years-eve-in-times-square-to-be-scale-down
948336165	20200924	202009	2020	2020.7233	IND	SURAT	IND																		1	042	042	04	1	1.9	8	1	8	-1.43437724121444	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	0							4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200924	https://indianexpress.com/article/india/3-persons-detained-in-surat-with-marijuana-worth-rs-56-45-lakh-6608328/
948336166	20200924	202009	2020	2020.7233	IND	JAIPUR	IND																		1	090	090	09	2	-2.0	2	2	2	-4.28358309028128	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/i-spent-my-life-crying-lost-in-partition-found-over-whatsapp-call-6608311/
948336167	20200924	202009	2020	2020.7233	IND	DELHI	IND																		1	112	112	11	3	-2.0	28	5	28	-7.2358920078253	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/delhi-riots-chargesheet-khurshid-kavita-krishnan-named-by-accused-for-provocative-speeches-6608309/
948336169	20200924	202009	2020	2020.7233	IND	NEW DELHI	IND																		0	120	120	12	3	-4.0	8	1	8	-3.90879478827362	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://www.heraldnews.com/ZZ/news/20200923/latest-new-years-eve-in-times-square-to-be-scale-down
948336170	20200924	202009	2020	2020.7233	IND	SURAT	IND								BUS	CORPORATION						BUS			1	060	060	06	2	6.0	4	1	4	-6.07476635514018	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200924	https://indianexpress.com/article/india/gldc-official-booked-in-disproportionate-assets-case-rs-2-20-crore-not-accounted-for-6608356/
948336171	20200924	202009	2020	2020.7233	IND	SURAT	IND								BUS	CORPORATION						BUS			1	060	060	06	2	6.0	2	1	2	-6.07476635514018	4	Tapi, India (general), India	IN	IN00	21.1	72.6833	-2112666	4	Tapi, India (general), India	IN	IN00	21.1	72.6833	-2112666	4	Tapi, India (general), India	IN	IN00	21.1	72.6833	-2112666	20200924	https://indianexpress.com/article/india/gldc-official-booked-in-disproportionate-assets-case-rs-2-20-crore-not-accounted-for-6608356/
948336172	20200924	202009	2020	2020.7233	IND	DELHI	IND								COP	POLICE						COP			1	112	112	11	3	-2.0	10	2	10	-7.94237563632214	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/delhi-riots-chargesheet-khurshid-kavita-krishnan-named-by-accused-for-provocative-speeches-6608309/
948336173	20200924	202009	2020	2020.7233	IND	MUMBAI	IND								ELI	ACTOR						ELI			1	040	040	04	1	1.0	34	7	34	-3.38783162870497	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336174	20200924	202009	2020	2020.7233	IND	MUMBAI	IND								ELI	ACTOR						ELI			1	040	040	04	1	1.0	10	7	10	-1.55461724111238	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336175	20200924	202009	2020	2020.7233	IND	SURAT	IND								INDGOVBUS	OIL AND NATURAL GAS CORPORATION	IND					GOV	BUS		1	190	190	19	4	-10.0	54	6	54	-2.8703917206159	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200924	https://www.indiatoday.in/india/story/fire-breaks-out-blast-ongc-plant-gujarat-surat-1724781-2020-09-24
948336176	20200924	202009	2020	2020.7233	IND	BOMBAY	IND								JUD	HIGH COURT						JUD			1	120	120	12	3	-4.0	6	2	6	-5.61783529080808	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336177	20200924	202009	2020	2020.7233	IND	MUMBAI	IND								UAF	GUNMEN						UAF			0	190	190	19	4	-10.0	1	1	1	-2.96846011131726	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://www.express.co.uk/news/world/1339283/India-Pakistan-war-news-US-officials-terrorism-world-war-3-donald-trump-william-todd
948336179	20200924	202009	2020	2020.7233	INDCOP	DELHI	IND					COP													1	112	112	11	3	-2.0	3	1	3	-7.13649339078893	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/delhi-riots-chargesheet-khurshid-kavita-krishnan-named-by-accused-for-provocative-speeches-6608309/
948336180	20200924	202009	2020	2020.7233	INDJUD	BOMBAY	IND					JUD			IND	BOMBAY	IND								0	120	120	12	3	-4.0	1	1	1	-3.55932203389831	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336181	20200924	202009	2020	2020.7233	INDJUD	BOMBAY	IND					JUD			IND	BOMBAY	IND								0	120	120	12	3	-4.0	1	1	1	-3.55932203389831	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336252	20200924	202009	2020	2020.7233	JUD	LAWYER						JUD													1	010	010	01	1	0.0	56	6	56	-4.02309957824898	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/delhi-riots-chargesheet-khurshid-kavita-krishnan-named-by-accused-for-provocative-speeches-6608309/
948336277	20200924	202009	2020	2020.7233	JUD	SPECIAL COURT						JUD													1	020	020	02	1	3.0	20	4	20	-7.19964293669966	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336280	20200924	202009	2020	2020.7233	JUD	SPECIAL COURT						JUD													0	020	020	02	1	3.0	3	1	3	-3.55932203389831	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	0							4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336306	20200924	202009	2020	2020.7233	JUD	SPECIAL COURT						JUD													1	120	120	12	3	-4.0	39	6	39	-5.70161866692754	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336307	20200924	202009	2020	2020.7233	JUD	SPECIAL COURT						JUD													0	120	120	12	3	-4.0	18	3	18	-5.36032488520705	4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	0							4	Bandra, Maharashtra, India	IN	IN16	19.0667	72.8333	82619	20200924	https://indianexpress.com/article/india/ncb-summons-deepika-sara-ali-shraddha-kapoor-6608266/
948336456	20200924	202009	2020	2020.7233	LEG	GENERAL ASSEMBLY						LEG													0	020	020	02	1	3.0	20	1	20	-1.76345075394024	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200924	https://www.cnsnews.com/article/international/james-carstensen/aspirants-renew-push-permanent-seats-expanded-un-security
948336569	20200924	202009	2020	2020.7233	MED	TELEVISION						MED			GBR	SCOT	GBR								1	043	043	04	1	2.8	10	1	10	0.69238377843719	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	http://www.msn.com/en-nz/motoring/news/racing-lines-peter-dumbreck-on-his-16th-n24-outing/ar-BB19mjSZ
948336750	20200924	202009	2020	2020.7233	NPL	NEPAL	NPL																		1	061	061	06	2	6.4	10	1	10	1.25786163522013	4	Penukonda, Andhra Pradesh, India	IN	IN02	14.0833	77.5833	-2107681	0							4	Penukonda, Andhra Pradesh, India	IN	IN02	14.0833	77.5833	-2107681	20200924	http://www.uniindia.com/swr-records-first-ever-export-consignment-of-cars-to-nepal/south/news/2174184.html
948336759	20200924	202009	2020	2020.7233	NPL	NEPAL	NPL								IND	ANDHRA PRADESH	IND								1	061	061	06	2	6.4	2	1	2	1.25786163522013	1	Nepal	NP	NP	28	84	NP	4	Andhra, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	1	Nepal	NP	NP	28	84	NP	20200924	http://www.uniindia.com/swr-records-first-ever-export-consignment-of-cars-to-nepal/south/news/2174184.html
948336773	20200924	202009	2020	2020.7233	OPP	OPPOSITION PARTIES						OPP													1	111	111	11	3	-2.0	10	1	10	-1.00719424460432	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	0							4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200924	https://indianexpress.com/article/india/committed-to-msp-but-it-was-never-part-of-law-agri-minister-6608279/
948336807	20200924	202009	2020	2020.7233	PAK	PAKISTAN	PAK																		0	036	036	03	1	4.0	8	2	8	-2.46474212612756	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200924	https://indianexpress.com/article/india/i-spent-my-life-crying-lost-in-partition-found-over-whatsapp-call-6608311/
948336808	20200924	202009	2020	2020.7233	PAK	PAKISTAN	PAK																		0	036	036	03	1	4.0	4	2	4	-2.46474212612756	4	Marwari, Uttar Pradesh, India	IN	IN36	25.3829	79.39	10462784	0							4	Marwari, Uttar Pradesh, India	IN	IN36	25.3829	79.39	10462784	20200924	https://indianexpress.com/article/india/i-spent-my-life-crying-lost-in-partition-found-over-whatsapp-call-6608311/
948336811	20200924	202009	2020	2020.7233	PAK	PAKISTAN	PAK								IND	JAIPUR	IND								1	090	090	09	2	-2.0	1	1	1	-2.55623721881391	4	Marwari, Uttar Pradesh, India	IN	IN36	25.3829	79.39	10462784	4	Marwari, Uttar Pradesh, India	IN	IN36	25.3829	79.39	10462784	4	Marwari, Uttar Pradesh, India	IN	IN36	25.3829	79.39	10462784	20200924	https://indianexpress.com/article/india/i-spent-my-life-crying-lost-in-partition-found-over-whatsapp-call-6608311/
948336902	20200924	202009	2020	2020.7233	SGP	SINGAPORE	SGP								LEG	DELEGATE						LEG			1	043	043	04	1	2.8	12	1	12	-2.25563909774436	1	China	CH	CH	35	105	CH	1	India	IN	IN	20	77	IN	1	China	CH	CH	35	105	CH	20200924	https://www.thetimes.co.uk/edition/law/k-shanmugam-ive-never-believed-in-jury-trials-h3vszr2t5
948336903	20200924	202009	2020	2020.7233	SGP	SINGAPORE	SGP								LEG	DELEGATE						LEG			1	043	043	04	1	2.8	4	1	4	-2.25563909774436	1	China	CH	CH	35	105	CH	1	South Korea	KS	KS	37	127.5	KS	1	India	IN	IN	20	77	IN	20200924	https://www.thetimes.co.uk/edition/law/k-shanmugam-ive-never-believed-in-jury-trials-h3vszr2t5
948337643	20200924	202009	2020	2020.7233	USA	THE US	USA								PAK	PAKISTAN	PAK								1	012	012	01	1	-0.4	2	1	2	-2.96846011131726	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	1	Pakistan	PK	PK	30	70	PK	1	Pakistan	PK	PK	30	70	PK	20200924	https://www.express.co.uk/news/world/1339283/India-Pakistan-war-news-US-officials-terrorism-world-war-3-donald-trump-william-todd
948337817	20200924	202009	2020	2020.7233	USAELIGOV	GEORGE W. BUSH	USA					ELI	GOV		USAGOV	OBAMA	USA					GOV			0	051	051	05	1	3.4	16	1	16	-1.76345075394024	1	Japan	JA	JA	36	138	JA	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200924	https://www.cnsnews.com/article/international/james-carstensen/aspirants-renew-push-permanent-seats-expanded-un-security
948337818	20200924	202009	2020	2020.7233	USAELIGOV	GEORGE W. BUSH	USA					ELI	GOV		USAGOV	OBAMA	USA					GOV			0	051	051	05	1	3.4	4	1	4	-1.76345075394024	1	Japan	JA	JA	36	138	JA	1	Japan	JA	JA	36	138	JA	1	India	IN	IN	20	77	IN	20200924	https://www.cnsnews.com/article/international/james-carstensen/aspirants-renew-push-permanent-seats-expanded-un-security
948338749	20190925	201909	2019	2019.7260	TUR	TURKISH	TUR								LEG	GENERAL ASSEMBLY						LEG			1	010	010	01	1	0.0	4	1	4	-1.41843971631206	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200924	https://www.dailyexcelsior.com/turkish-president-erdogans-remarks-on-jk-at-unga-completely-unacceptable-india/
