945219692	20200908	202009	2020	2020.6795	AGR	FARMER						AGR			CVL	VILLAGE						CVL			1	042	042	04	1	1.9	7	1	7	-2.94985250737463	4	Kodinar, Gujarat, India	IN	IN09	20.7903	70.7031	-2101166	4	Somnath, Gujarat, India	IN	IN09	22.0667	71.3833	-2111789	4	Somnath, Gujarat, India	IN	IN09	22.0667	71.3833	-2111789	20200908	https://timesofindia.indiatimes.com/city/rajkot/gir-somnath-farmers-protest-laying-of-27-km-bg-line/articleshow/77985209.cms
945219915	20200908	202009	2020	2020.6795	COP	POLICE						COP													1	190	190	19	4	-10.0	2	1	2	-16.0256410256411	4	Bhukan, Rajasthan, India	IN	IN24	25.6667	72	-2091703	0							4	Bhukan, Rajasthan, India	IN	IN24	25.6667	72	-2091703	20200908	https://timesofindia.indiatimes.com/city/rajkot/stone-killer-stoned-to-death-five-booked/articleshow/77985656.cms
945219916	20200908	202009	2020	2020.6795	COP	POLICE						COP													1	190	190	19	4	-10.0	3	1	3	-16.0256410256411	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200908	https://timesofindia.indiatimes.com/city/rajkot/stone-killer-stoned-to-death-five-booked/articleshow/77985656.cms
945219967	20200908	202009	2020	2020.6795	CRM	ASSAILANT						CRM			IND	RAJKOT	IND								1	1823	182	18	4	-10.0	6	1	6	-14.0495867768595	4	Bhuj, Gujarat, India	IN	IN09	23.2667	69.6667	-2091701	4	Bhuj, Gujarat, India	IN	IN09	23.2667	69.6667	-2091701	4	Bhuj, Gujarat, India	IN	IN09	23.2667	69.6667	-2091701	20200908	https://timesofindia.indiatimes.com/city/rajkot/man-stabbed-to-death-in-bhuj-village/articleshow/77985359.cms
945219982	20200908	202009	2020	2020.6795	CVL	TRAVELER						CVL													1	042	042	04	1	1.9	25	4	25	-1.08840720683252	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200908	https://www.fxstreet.com/news/nzd-usd-struggles-to-regain-06700-amid-risk-reset-202009072329
945219991	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL													1	112	112	11	3	-2.0	10	1	10	-9.95024875621886	4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	0							4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	20200908	https://timesofindia.indiatimes.com/city/rajkot/five-including-woman-held-for-extortion-blackmailing/articleshow/77985491.cms
945219994	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL													1	145	145	14	3	-7.5	6	1	6	-9.23076923076923	4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	0							4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	20200908	https://timesofindia.indiatimes.com/city/rajkot/petrol-pump-owner-attacked-robbed-of-his-car-in-tankara/articleshow/77966905.cms
945219995	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL													1	145	145	14	3	-7.5	2	1	2	-9.23076923076923	4	Morbi, Gujarat, India	IN	IN09	22.8167	70.8333	-2104800	0							4	Morbi, Gujarat, India	IN	IN09	22.8167	70.8333	-2104800	20200908	https://timesofindia.indiatimes.com/city/rajkot/petrol-pump-owner-attacked-robbed-of-his-car-in-tankara/articleshow/77966905.cms
945219997	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL													1	190	190	19	4	-10.0	7	1	7	-8.45070422535211	4	Palanpur, Gujarat, India	IN	IN09	24.1667	72.4333	-2106807	0							4	Palanpur, Gujarat, India	IN	IN09	24.1667	72.4333	-2106807	20200908	https://timesofindia.indiatimes.com/city/rajkot/woman-two-children-killed-in-wall-collapse/articleshow/77985368.cms
945219999	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL			AGR	FARMER						AGR			1	043	043	04	1	2.8	10	1	10	-2.94985250737463	4	Kodinar, Gujarat, India	IN	IN09	20.7903	70.7031	-2101166	4	Kodinar, Gujarat, India	IN	IN09	20.7903	70.7031	-2101166	4	Kodinar, Gujarat, India	IN	IN09	20.7903	70.7031	-2101166	20200908	https://timesofindia.indiatimes.com/city/rajkot/gir-somnath-farmers-protest-laying-of-27-km-bg-line/articleshow/77985209.cms
945220011	20200908	202009	2020	2020.6795	CVL	TRAVELER						CVL			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	5	1	5	-3.69515011547344	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200908	https://www.fxstreet.com/news/nzd-usd-struggles-to-regain-06700-amid-risk-reset-202009072329
945220014	20200908	202009	2020	2020.6795	CVL	VILLAGE						CVL			IND	RAJKOT	IND								1	173	173	17	4	-5.0	6	1	6	-9.95024875621886	4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	20200908	https://timesofindia.indiatimes.com/city/rajkot/five-including-woman-held-for-extortion-blackmailing/articleshow/77985491.cms
945220166	20200908	202009	2020	2020.6795	GBR	UNITED KINGDOM	GBR								GOV	GOVERNMENT						GOV			0	112	112	11	3	-2.0	1	1	1	-7.4370709382151	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	20200908	https://in.news.yahoo.com/judge-rejects-nirav-modi-plea-205234737.html
945220243	20200908	202009	2020	2020.6795	GOV	GOVERNMENT						GOV													1	112	112	11	3	-2.0	15	3	15	-1.47786990902556	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://www.shanghainews.net/news/266331171/law-should-be-made-for-spending-6-of-gdp-on-education-sisodia
945220245	20200908	202009	2020	2020.6795	GOV	ADMINISTRATION						GOV													0	120	120	12	3	-4.0	140	14	140	-7.4449814211309	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://in.news.yahoo.com/judge-rejects-nirav-modi-plea-205234737.html
945220246	20200908	202009	2020	2020.6795	GOV	PRINCE						GOV													1	130	130	13	3	-4.4	10	1	10	2.32558139534884	4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	0							4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	20200908	https://www.thehindu.com/news/national/tamil-nadu/observe-safety-protocols-in-mosques-prince-of-arcot/article32547396.ece
945220270	20200908	202009	2020	2020.6795	GOV	PRIME MINISTER						GOV			CVL	CITIZEN						CVL			0	020	020	02	1	3.0	10	1	10	-2.01238390092879	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	20200908	https://sputniknews.com/world/202009071080391014-indias-covid-tracker-app-reveals-movement-of-border-troops-sparking-fear-of-chinese-surveillance/
945220273	20200908	202009	2020	2020.6795	GOV	GOVERNMENT						GOV			CVL	TRAVELER						CVL			1	043	043	04	1	2.8	5	1	5	-3.69515011547344	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200908	https://www.fxstreet.com/news/nzd-usd-struggles-to-regain-06700-amid-risk-reset-202009072329
945220290	20200908	202009	2020	2020.6795	GOV	PRINCE						GOV			MOS	MUSLIM				MOS					1	020	020	02	1	3.0	8	1	8	2.32558139534884	4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	20200908	https://www.thehindu.com/news/national/tamil-nadu/observe-safety-protocols-in-mosques-prince-of-arcot/article32547396.ece
945220339	20200908	202009	2020	2020.6795	GOVHLH	HEALTH MINIST						GOV	HLH												1	071	071	07	2	7.4	10	5	10	-3.08788598574822	1	Brazil	BR	BR	-10	-55	BR	0							1	India	IN	IN	20	77	IN	20200908	https://www.haitisun.com/news/266331160/who-world-must-learn-from-covid-prepare-for-next-pandemic
945220340	20200908	202009	2020	2020.6795	GOVHLH	HEALTH MINIST						GOV	HLH												1	071	071	07	2	7.4	40	5	40	-3.08788598574822	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200908	https://www.haitisun.com/news/266331160/who-world-must-learn-from-covid-prepare-for-next-pandemic
945220393	20200908	202009	2020	2020.6795	IND	DELHI	IND																		1	020	020	02	1	3.0	47	10	47	-3.19004340122401	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://www.msn.com/en-us/news/world/india-now-2nd-worst-hit-country-by-virus-amid-economic-pain/ar-BB18NKxc
945220394	20200908	202009	2020	2020.6795	IND	NEW DELHI	IND																		1	043	043	04	1	2.8	86	20	86	-4.17617152906062	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://www.columbian.com/news/2020/sep/07/india-now-2nd-behind-u-s-in-coronavirus-cases/
945220395	20200908	202009	2020	2020.6795	IND	RAJKOT	IND																		1	182	182	18	4	-9.5	7	2	7	-15.2708850289496	4	Bhukan, Rajasthan, India	IN	IN24	25.6667	72	-2091703	0							4	Bhukan, Rajasthan, India	IN	IN24	25.6667	72	-2091703	20200908	https://timesofindia.indiatimes.com/city/rajkot/stone-killer-stoned-to-death-five-booked/articleshow/77985656.cms
945220396	20200908	202009	2020	2020.6795	IND	RAJKOT	IND																		1	182	182	18	4	-9.5	4	1	4	-16.0256410256411	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Bhukan, Rajasthan, India	IN	IN24	25.6667	72	-2091703	20200908	https://timesofindia.indiatimes.com/city/rajkot/stone-killer-stoned-to-death-five-booked/articleshow/77985656.cms
945220397	20200908	202009	2020	2020.6795	IND	RAJKOT	IND								BUS	CORPORATION						BUS			1	010	010	01	1	0.0	6	1	6	-7.88381742738589	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200908	https://timesofindia.indiatimes.com/city/rajkot/146-infected-died-in-6-days-covid-killed-only-11/articleshow/77984552.cms
945220442	20200908	202009	2020	2020.6795	JUD	JUDGE						JUD													1	020	020	02	1	3.0	14	2	14	-5.52912042732482	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://in.news.yahoo.com/judge-rejects-nirav-modi-plea-205234737.html
945220451	20200908	202009	2020	2020.6795	JUD	JUDGE						JUD													1	120	120	12	3	-4.0	144	15	144	-6.90848868381856	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://in.news.yahoo.com/judge-rejects-nirav-modi-plea-205234737.html
945220464	20200908	202009	2020	2020.6795	JUD	JUDGE						JUD			MED	CORRESPONDENT						MED			0	020	020	02	1	3.0	84	14	84	-7.4449814211309	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://in.news.yahoo.com/judge-rejects-nirav-modi-plea-205234737.html
945220572	20200908	202009	2020	2020.6795	MED	MEDIA						MED													1	1821	182	18	4	-9.0	4	1	4	-9.95024875621886	4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	0							4	Amreli, Gujarat, India	IN	IN09	21.6167	71.2333	-2088789	20200908	https://timesofindia.indiatimes.com/city/rajkot/five-including-woman-held-for-extortion-blackmailing/articleshow/77985491.cms
945220600	20200908	202009	2020	2020.6795	MIL	MAJOR GENERAL						MIL													1	010	010	01	1	0.0	24	3	24	-2.75125432641851	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	0							4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	20200908	https://sputniknews.com/world/202009071080391014-indias-covid-tracker-app-reveals-movement-of-border-troops-sparking-fear-of-chinese-surveillance/
945220606	20200908	202009	2020	2020.6795	MIL	COAST GUARD						MIL													1	090	090	09	2	-2.0	2	1	2	-3.35570469798658	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	0							4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	20200908	https://www.telegraphindia.com/west-bengal/calcutta/coast-guard-chase-nets-smuggled-clothes/cid/1791323
945220609	20200908	202009	2020	2020.6795	MIL	COAST GUARD						MIL			BGD	BANGLADESH	BGD								1	010	010	01	1	0.0	5	1	5	-3.35570469798658	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	20200908	https://www.telegraphindia.com/west-bengal/calcutta/coast-guard-chase-nets-smuggled-clothes/cid/1791323
945220613	20200908	202009	2020	2020.6795	MIL	COAST GUARD						MIL			IND	CALCUTTA	IND								1	090	090	09	2	-2.0	3	1	3	-3.35570469798658	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	4	Diamond Harbour, West Bengal, India	IN	IN28	22.1917	88.1847	-2094871	20200908	https://www.telegraphindia.com/west-bengal/calcutta/coast-guard-chase-nets-smuggled-clothes/cid/1791323
945220614	20200908	202009	2020	2020.6795	MIL	COAST GUARD						MIL			IND	CALCUTTA	IND								1	090	090	09	2	-2.0	3	1	3	-3.35570469798658	1	Bangladesh	BG	BG	24	90	BG	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	1	Bangladesh	BG	BG	24	90	BG	20200908	https://www.telegraphindia.com/west-bengal/calcutta/coast-guard-chase-nets-smuggled-clothes/cid/1791323
945220639	20200908	202009	2020	2020.6795	MNCSEA	AIRASIA	SEA					MNC			BUS	BANK						BUS			1	020	020	02	1	3.0	6	1	6	0.338983050847457	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200908	https://www.freemalaysiatoday.com/category/highlight/2020/09/08/airasia-aims-to-raise-rm2-5-bil-evaluate-japan-operations/
945220650	20200908	202009	2020	2020.6795	MOS	MUSLIM				MOS															1	020	020	02	1	3.0	1	1	1	2.32558139534884	4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	0							4	Arcot, Tamil Nadu, India	IN	IN25	12.9	79.3333	-2089072	20200908	https://www.thehindu.com/news/national/tamil-nadu/observe-safety-protocols-in-mosques-prince-of-arcot/article32547396.ece
945220724	20200908	202009	2020	2020.6795	OPPLEG	THE OPPOSITION						OPP	LEG		GOV	ADMINISTRATION						GOV			1	112	112	11	3	-2.0	10	1	10	-7.88381742738589	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200908	https://timesofindia.indiatimes.com/city/rajkot/146-infected-died-in-6-days-covid-killed-only-11/articleshow/77984552.cms
945222524	20200908	202009	2020	2020.6795											BUS	BANK						BUS			1	173	173	17	4	-5.0	2	1	2	-4.37956204379562	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200908	https://www.siasat.com/ed-arrests-chanda-kochhars-husband-deepak-in-money-laundering-case-1968200/
945222533	20200908	202009	2020	2020.6795											COP	POLICE						COP			1	020	020	02	1	3.0	38	5	36	-6.92668225567663	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://www.indiatoday.in/crime/story/wanted-to-marry-minor-miscreant-opens-fire-outside-her-home-in-delhi-1719620-2020-09-08
945222543	20200908	202009	2020	2020.6795											CVL	SCIENTIST						CVL			0	040	040	04	1	1.0	10	1	10	1.8450184501845	0							5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	20200908	https://www.dailyexcelsior.com/india-test-fires-hst-dv/
945222547	20200908	202009	2020	2020.6795											CVL	VILLAGE						CVL			0	043	043	04	1	2.8	24	5	24	-5.81602409350575	0							5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	20200908	https://www.fox5dc.com/news/india-moves-into-2nd-place-behind-us-in-covid-19-cases-amid-economic-pain
945222570	20200908	202009	2020	2020.6795											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	22	8	22	-5.91199265107625	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://www.indiatoday.in/india/story/palghar-lynching-punished-delinquent-cops-maha-govt-tells-supreme-court-1719621-2020-09-08
945222596	20200908	202009	2020	2020.6795											HLH	DOCTOR						HLH			1	020	020	02	1	3.0	10	1	10	-0.93676814988291	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200908	https://indianexpress.com/article/india/gorakhpur-gets-new-covid-hospital-cases-rise-6587272/
945222604	20200908	202009	2020	2020.6795											IND	MAHARASHTRA	IND								1	040	040	04	1	1.0	17	3	17	-0.472240484933302	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200908	https://indianexpress.com/article/india/coronavirus-india-update-hostspots-6587243/
945222605	20200908	202009	2020	2020.6795											IND	AHMEDABAD	IND								1	042	042	04	1	1.9	3	1	3	-1.54240099098592	0							4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://indianexpress.com/article/india/33-passengers-test-positive-at-ahmedabad-railway-station-6587265/
945222606	20200908	202009	2020	2020.6795											IND	GUJARAT	IND								1	043	043	04	1	2.8	2	1	2	-2.81425891181988	0							4	Gandhinagar, Gujarat, India	IN	IN09	23.2167	72.6833	-2095816	4	Porbandar, Gujarat, India	IN	IN09	21.6333	69.6	-2108195	20200908	https://indianexpress.com/article/cities/ahmedabad/gujarat-ranks-first-in-tracing-record-of-accused-through-finger-print-database-6587267/
945222607	20200908	202009	2020	2020.6795											IND	UTTARAKHAND	IND								1	043	043	04	1	2.8	6	1	6	0.7803790412486	0							5	Uttarakhand, Uttaranchal, India	IN	IN39	30.25	79.25	6240779	5	Uttarakhand, Uttaranchal, India	IN	IN39	30.25	79.25	6240779	20200908	https://www.indiatoday.in/auto/cars/story/hyundai-aura-pride-of-india-ganga-yamuna-1719613-2020-09-08
945222608	20200908	202009	2020	2020.6795											IND	DELHI	IND								1	046	046	04	1	7.0	6	1	6	-2.7681660899654	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200908	https://indianexpress.com/article/india/coronavirus-india-update-hostspots-6587243/
945222609	20200908	202009	2020	2020.6795											IND	KARNATAKA	IND								1	070	070	07	2	7.0	12	3	12	-1.31601888361364	0							5	Karnataka, Karnataka, India	IN	IN19	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	13.5	76	-2099860	20200908	https://indianexpress.com/article/india/coronavirus-india-update-hostspots-6587243/
945222616	20200908	202009	2020	2020.6795											JUD	JUDICIARY						JUD			0	036	036	03	1	4.0	6	1	6	-0.65359477124183	0							4	Sangam, Karnataka, India	IN	IN19	16.2	76.05	-2110163	4	Sangam, Karnataka, India	IN	IN19	16.2	76.05	-2110163	20200908	https://indianexpress.com/article/india/will-join-legal-battle-to-free-temples-in-varanasi-and-mathura-akhara-parishad-6587269/
945222617	20200908	202009	2020	2020.6795											JUD	JUDICIARY						JUD			0	036	036	03	1	4.0	4	1	4	-0.65359477124183	0							4	Varanasi, Uttar Pradesh, India	IN	IN36	25.3333	83	-2114217	4	Varanasi, Uttar Pradesh, India	IN	IN36	25.3333	83	-2114217	20200908	https://indianexpress.com/article/india/will-join-legal-battle-to-free-temples-in-varanasi-and-mathura-akhara-parishad-6587269/
945222635	20200908	202009	2020	2020.6795											MOS	MUSLIM				MOS					0	020	020	02	1	3.0	14	2	14	-0.8911314713997	0							4	Varanasi, Uttar Pradesh, India	IN	IN36	25.3333	83	-2114217	4	Varanasi, Uttar Pradesh, India	IN	IN36	25.3333	83	-2114217	20200908	https://indianexpress.com/article/india/will-join-legal-battle-to-free-temples-in-varanasi-and-mathura-akhara-parishad-6587269/
945222646	20200908	202009	2020	2020.6795											REL	SAINT									0	020	020	02	1	3.0	5	1	5	-0.65359477124183	0							4	Sangam, Karnataka, India	IN	IN19	16.2	76.05	-2110163	4	Sangam, Karnataka, India	IN	IN19	16.2	76.05	-2110163	20200908	https://indianexpress.com/article/india/will-join-legal-battle-to-free-temples-in-varanasi-and-mathura-akhara-parishad-6587269/
945222840	20200908	202009	2020	2020.6795	BUS	INDUSTRY						BUS													1	141	141	14	3	-6.5	60	5	60	1.24265340175464	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	0							5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	20200908	https://www.dailyexcelsior.com/india-test-fires-hst-dv/
945222849	20200908	202009	2020	2020.6795	BUS	BANK						BUS			MNCIND	VIDEOCON INDUSTRIES	IND					MNC			1	043	043	04	1	2.8	10	1	10	-3.1104199066874	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200908	https://www.news18.com/news/india/ex-icici-bank-ceo-chanda-kochhars-husband-held-by-ed-for-laundering-money-in-giving-loans-to-videocon-group-2857205.html
945222889	20200908	202009	2020	2020.6795	CHN	CHINA	CHN																		1	036	036	03	1	4.0	4	1	4	-2.32558139534883	4	Spanggur, Jammu and Kashmir, India	IN	IN12	33.5667	78.7833	-2111940	0							4	Chushul, Xizang, China	CH	CH14	29.35	90.65	-1934654	20200908	https://indianexpress.com/article/india/in-message-to-beijing-madhav-at-tibetan-unit-soldier-funeral-6587257/
