943925488	20200901	202009	2020	2020.6603	JUD	LAWYER						JUD													1	010	010	01	1	0.0	6	1	6	-4.54906161964846	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200901	https://indianexpress.com/article/entertainment/bollywood/sushant-singh-rajput-suicide-cbi-probe-6578128/
943925489	20200901	202009	2020	2020.6603	JUD	LAWYER						JUD													1	010	010	01	1	0.0	38	5	38	-2.2079894482888	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://indianexpress.com/article/entertainment/bollywood/sushant-singh-rajput-suicide-cbi-probe-6578128/
943925490	20200901	202009	2020	2020.6603	JUD	LAWYER						JUD													1	010	010	01	1	0.0	6	1	6	-4.54906161964846	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200901	https://indianexpress.com/article/entertainment/bollywood/sushant-singh-rajput-suicide-cbi-probe-6578128/
943925491	20200901	202009	2020	2020.6603	JUD	LAWYER						JUD													1	010	010	01	1	0.0	75	7	65	-4.23054776420804	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200901	https://indianexpress.com/article/entertainment/bollywood/sushant-singh-rajput-suicide-cbi-probe-6578128/
943925681	20200901	202009	2020	2020.6603	LEG	CONGRESS						LEG													0	017	017	01	1	0.0	10	1	10	-1.01419878296146	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	0							4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	20200901	https://timesofindia.indiatimes.com/india/pranab-mukherjee-a-president-who-could-have-been-pm/articleshow/77862197.cms
943925688	20200901	202009	2020	2020.6603	LEG	CONGRESS						LEG													0	042	042	04	1	1.9	10	1	10	-1.01419878296146	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	0							4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	20200901	https://timesofindia.indiatimes.com/india/pranab-mukherjee-a-president-who-could-have-been-pm/articleshow/77862197.cms
943925699	20200901	202009	2020	2020.6603	LEG	CONGRESS						LEG													0	084	084	08	2	7.0	10	1	10	-1.01419878296146	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	0							4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	20200901	https://timesofindia.indiatimes.com/india/pranab-mukherjee-a-president-who-could-have-been-pm/articleshow/77862197.cms
943925713	20200901	202009	2020	2020.6603	LEG	PARLIAMENT						LEG			HIN	HINDUISM				HIN					0	010	010	01	1	0.0	10	1	10	-1.01419878296146	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	20200901	https://timesofindia.indiatimes.com/india/pranab-mukherjee-a-president-who-could-have-been-pm/articleshow/77862197.cms
943925921	20200901	202009	2020	2020.6603	PAK	PAKISTAN	PAK																		0	020	020	02	1	3.0	5	1	5	-1.01419878296146	4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	0							4	Jangipur, West Bengal, India	IN	IN28	24.4667	88.0667	-2098302	20200901	https://timesofindia.indiatimes.com/india/pranab-mukherjee-a-president-who-could-have-been-pm/articleshow/77862197.cms
943926047	20200901	202009	2020	2020.6603	SPY	OPERATIVE						SPY			ELI	RETIRED						ELI			0	042	042	04	1	1.9	10	1	10	1.89982728842833	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200901	http://www.lankaweb.com/news/items/2020/08/31/media-reports-on-the-appointment-of-mr-milinda-moragoda-as-sri-lankas-ambassador-to-india/comment-page-1/
943927118	20200901	202009	2020	2020.6603											MIL	ARMY STAFF						MIL			1	040	040	04	1	1.0	189	13	189	-1.35880176009558	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200901	https://kashmirreader.com/2020/09/01/military-presence-in-all-strategic-points-strengthened/
943927132	20200901	202009	2020	2020.6603											NZL	AUCKLAND	NZL								1	046	046	04	1	7.0	5	1	5	-0.980392156862745	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200901	https://www.waateanews.com/waateanews/x_news/MjU0MDk=%20/Paakiwaha/School-test-critical-to-half-COVID-spread
943927418	20200901	202009	2020	2020.6603	CHN	CHINA	CHN																		0	172	172	17	4	-5.0	4	1	4	-6.74846625766871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200901	https://www.cfr.org/blog/cyber-week-review-august-27-2020
943927433	20200901	202009	2020	2020.6603	CHN	CHINESE	CHN								CHNMIL	CHINA	CHN					MIL			0	150	150	15	4	-7.2	2	1	2	-3.4965034965035	5	Tibet, Xizang, China	CH	CH14	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	32	90	-1934604	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200901	https://www.newsweek.com/china-retaliation-india-defenses-accuse-cross-border-1528722
943927438	20200901	202009	2020	2020.6603	CHN	CHINA	CHN								CVL	NEIGHBORHOOD						CVL			0	190	190	19	4	-10.0	8	1	8	-3.4965034965035	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200901	https://www.newsweek.com/china-retaliation-india-defenses-accuse-cross-border-1528722
943927441	20200901	202009	2020	2020.6603	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	115	115	11	3	-2.0	1	1	1	-6.74846625766871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200901	https://www.cfr.org/blog/cyber-week-review-august-27-2020
943927442	20200901	202009	2020	2020.6603	CHN	CHINESE	CHN								GOV	PRESIDENT						GOV			1	115	115	11	3	-2.0	3	1	3	-6.74846625766871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200901	https://www.cfr.org/blog/cyber-week-review-august-27-2020
943927443	20200901	202009	2020	2020.6603	CHN	CHINESE	CHN								GOV	PRESIDENT						GOV			1	115	115	11	3	-2.0	1	1	1	-6.74846625766871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200901	https://www.cfr.org/blog/cyber-week-review-august-27-2020
943927453	20200901	202009	2020	2020.6603	CHNMIL	CHINESE	CHN					MIL													0	150	150	15	4	-7.2	2	1	2	-3.4965034965035	5	Tibet, Xizang, China	CH	CH14	32	90	-1934604	0							4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	20200901	https://www.newsweek.com/china-retaliation-india-defenses-accuse-cross-border-1528722
943927491	20200901	202009	2020	2020.6603	COP	POLICE						COP													0	190	190	19	4	-10.0	6	1	6	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943927498	20200901	202009	2020	2020.6603	COP	DEPUTY						COP			CHN	CHINA	CHN								0	030	030	03	1	4.0	2	1	2	-3.4965034965035	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200901	https://www.newsweek.com/china-retaliation-india-defenses-accuse-cross-border-1528722
943927505	20200901	202009	2020	2020.6603	COP	POLICE						COP			EDU	STUDENT						EDU			0	073	073	07	2	7.4	5	1	5	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943927506	20200901	202009	2020	2020.6603	COP	POLICE						COP			EDU	STUDENT						EDU			0	073	073	07	2	7.4	1	1	1	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943927606	20200901	202009	2020	2020.6603	CVL	NEIGHBORHOOD						CVL			CHN	CHINA	CHN								0	190	190	19	4	-10.0	8	1	8	-3.4965034965035	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200901	https://www.newsweek.com/china-retaliation-india-defenses-accuse-cross-border-1528722
943927614	20200901	202009	2020	2020.6603	CVL	COMMUNITY						CVL			MOS	MUSLIM				MOS					1	014	014	01	1	0.0	2	1	2	-5.89970501474926	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200901	https://www.presstv.com/Detail/2020/08/31/633039/Indian-Muslims-feel-more-marginalized-and-exclusion
943927705	20200901	202009	2020	2020.6603	EDU	ACADEMICS						EDU			MED	MEDIA						MED			1	090	090	09	2	-2.0	40	3	40	-1.95816317404384	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200901	https://www.metro.us/facebook-partners-with-external/
943927919	20200901	202009	2020	2020.6603	GOV	PRIME MINISTER						GOV			MED	MEDIA						MED			1	020	020	02	1	3.0	30	3	30	-3.05477376514537	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200901	https://www.telegraphindia.com/india/rahul-gandhi-sees-corporate-takeover-design-in-centres-lockdown/cid/1790623
943928047	20200901	202009	2020	2020.6603	IND	NEW DELHI	IND								CHN	CHINESE	CHN								0	172	172	17	4	-5.0	3	1	3	-6.74846625766871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200901	https://www.cfr.org/blog/cyber-week-review-august-27-2020
943928048	20200901	202009	2020	2020.6603	IND	MUMBAI	IND								COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-0.9009009009009	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928049	20200901	202009	2020	2020.6603	IND	MUMBAI	IND								EDU	STUDENT						EDU			0	073	073	07	2	7.4	1	1	1	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928050	20200901	202009	2020	2020.6603	IND	MUMBAI	IND								EDU	STUDENT						EDU			0	073	073	07	2	7.4	1	1	1	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928051	20200901	202009	2020	2020.6603	IND	BOMBAY	IND								TKM	TURKMENISTAN	TKM								1	042	042	04	1	1.9	2	1	2	-0.9009009009009	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928052	20200901	202009	2020	2020.6603	INDCOP	MUMBAI	IND					COP													0	190	190	19	4	-10.0	2	1	2	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928053	20200901	202009	2020	2020.6603	INDCOP	MUMBAI	IND					COP			EDU	STUDENT						EDU			0	073	073	07	2	7.4	2	1	2	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928055	20200901	202009	2020	2020.6603	INDJUD	BOMBAY	IND					JUD			TKM	TURKMENISTAN	TKM								1	042	042	04	1	1.9	1	1	1	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928141	20200901	202009	2020	2020.6603	JUD	ADVOCATE						JUD			EDU	COLLEGE						EDU			1	010	010	01	1	0.0	2	1	2	-0.9009009009009	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928144	20200901	202009	2020	2020.6603	JUD	ADVOCATE						JUD			IND	PUNE	IND								1	010	010	01	1	0.0	2	1	2	-0.9009009009009	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928145	20200901	202009	2020	2020.6603	JUD	ADVOCATE						JUD			INDEDU	PUNE	IND					EDU			1	010	010	01	1	0.0	1	1	1	-0.9009009009009	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928157	20200901	202009	2020	2020.6603	JUD	HIGH COURT						JUD			TKM	TURKMENISTAN	TKM								1	042	042	04	1	1.9	2	1	2	-0.9009009009009	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200901	https://www.msn.com/en-in/news/other/two-turkmenistan-nationals-return-home-as-bombay-hc-directs-their-repatriation/ar-BB18z9b2
943928174	20200901	202009	2020	2020.6603	LAB	EMPLOYEE						LAB			EDU	ACADEMICS						EDU			1	031	031	03	1	5.2	40	3	40	-1.95816317404384	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200901	https://www.metro.us/facebook-partners-with-external/
943928268	20200901	202009	2020	2020.6603	MED	MEDIA						MED			CVL	SCIENTIST						CVL			1	013	013	01	1	0.4	40	3	40	-1.95816317404384	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200901	https://www.metro.us/facebook-partners-with-external/
943928295	20200901	202009	2020	2020.6603	MIL	ARMY STAFF						MIL													1	040	040	04	1	1.0	10	1	10	-0.77519379844961	1	China	CH	CH	35	105	CH	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200901	https://kashmirreader.com/2020/09/01/military-presence-in-all-strategic-points-strengthened/
943928307	20200901	202009	2020	2020.6603	MIL	ARMY						MIL													1	154	154	15	4	-7.2	72	7	72	-0.423528332553437	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	0							4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	20200901	https://kashmirreader.com/2020/09/01/military-presence-in-all-strategic-points-strengthened/
