945651823	20200910	202009	2020	2020.6849	GOV	CONSULATE						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-1.07334525939177	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945651824	20200910	202009	2020	2020.6849	GOV	CONSULATE						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	3	2	3	-0.72610587836079	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945651832	20200910	202009	2020	2020.6849	GOV	CONSULATE						GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	2	4	-0.72610587836079	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945651833	20200910	202009	2020	2020.6849	GOV	CONSULATE						GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	9	2	9	-0.72610587836079	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945651882	20200910	202009	2020	2020.6849	GOVHLH	HEALTH MINIST						GOV	HLH		LAB	WORKER						LAB			0	012	012	01	1	-0.4	4	1	4	-5.29411764705883	1	Malaysia	MY	MY	2.5	112.5	MY	1	India	IN	IN	20	77	IN	1	Malaysia	MY	MY	2.5	112.5	MY	20200910	https://www.tnp.sg/news/world/jakarta-reinstate-curbs-coronavirus-cases-deaths-increase
945651945	20200910	202009	2020	2020.6849	IDN	JAKARTA	IDN																		1	050	050	05	1	3.5	1	1	1	-5.29411764705883	1	United States	US	US	39.828175	-98.5795	US	0							1	India	IN	IN	20	77	IN	20200910	https://www.tnp.sg/news/world/jakarta-reinstate-curbs-coronavirus-cases-deaths-increase
945651984	20200910	202009	2020	2020.6849	IND	HIMACHAL PRADESH	IND																		1	010	010	01	1	0.0	25	5	25	-9.09090909090905	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	31.9167	77.25	-2097441	0							5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	31.9167	77.25	-2097441	20200910	https://www.batonrougepost.com/news/266349542/himachal-cm-condemns-demolition-of-kangana-property-by-bmc
945651985	20200910	202009	2020	2020.6849	IND	MUMBAI	IND																		1	043	043	04	1	2.8	182	23	164	-4.65899550377342	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200910	https://www.thenews.com.pk/latest/712682-kangana-ranauts-mumbai-office-knocked-down-by-government-officials
945651986	20200910	202009	2020	2020.6849	IND	MAHARASHTRA	IND																		1	111	111	11	3	-2.0	52	6	52	-9.31994362226918	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	31.9167	77.25	-2097441	0							5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	31.9167	77.25	-2097441	20200910	https://www.batonrougepost.com/news/266349542/himachal-cm-condemns-demolition-of-kangana-property-by-bmc
945651987	20200910	202009	2020	2020.6849	IND	HIMACHAL PRADESH	IND								BUS	CORPORATION						BUS			1	111	111	11	3	-2.0	78	11	78	-5.73477940244044	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200910	https://www.batonrougepost.com/news/266349542/himachal-cm-condemns-demolition-of-kangana-property-by-bmc
945651989	20200910	202009	2020	2020.6849	IND	DELHI	IND								CHN	CHINESE	CHN								1	172	172	17	4	-5.0	3	3	3	-2.90044009804589	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200910	https://news.yahoo.com/india-start-ups-flounder-tensions-231613788.html
945651990	20200910	202009	2020	2020.6849	IND	DELHI	IND								CHN	CHINESE	CHN								1	172	172	17	4	-5.0	6	3	6	-2.90044009804589	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200910	https://news.yahoo.com/india-start-ups-flounder-tensions-231613788.html
945651991	20200910	202009	2020	2020.6849	IND	KERALA	IND								GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	12	4	12	-4.66772397604015	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200910	https://www.bloomberg.com/news/articles/2020-09-09/rift-over-public-funding-comes-to-a-head-in-virus-ravaged-india
945651992	20200910	202009	2020	2020.6849	IND	KERALA	IND								GOV	GOVERNMENT						GOV			0	114	114	11	3	-2.0	5	3	5	-4.80770276451371	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200910	https://www.bloomberg.com/news/articles/2020-09-09/rift-over-public-funding-comes-to-a-head-in-virus-ravaged-india
945651993	20200910	202009	2020	2020.6849	IND	KERALA	IND								GOV	GOVERNMENT						GOV			0	114	114	11	3	-2.0	7	4	7	-4.66772397604015	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200910	https://www.bloomberg.com/news/articles/2020-09-09/rift-over-public-funding-comes-to-a-head-in-virus-ravaged-india
945652080	20200910	202009	2020	2020.6849	JUD	CONSTITUTIONAL COUNCIL						JUD													0	110	110	11	3	-2.0	15	2	15	-0.731489139299535	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200910	http://www.lankaweb.com/news/items/2020/09/09/statement-of-the-national-joint-committee-on-the-proposed-20th-amendment-and-the-urgent-need-to-repeal-the-13th-and-16th-amendments-2/
945652852	20200910	202009	2020	2020.6849	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	7	2	7	-1.08877145267072	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200910	https://www.deccanherald.com/opinion/main-article/reform-contempt-law-885117.html
945652909	20200910	202009	2020	2020.6849	USA	UNITED STATES	USA																		0	0841	084	08	2	7.0	5	1	5	-2.32558139534884	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200910	https://www.deccanherald.com/opinion/main-article/reform-contempt-law-885117.html
945653164	20200910	202009	2020	2020.6849	USA	THE US	USA								EDU	SCHOOL						EDU			0	080	080	08	2	5.0	5	1	5	-0.90579710144927	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200910	https://www.financialexpress.com/opinion/pandemic-proofing-schools-sops-for-reopening-good-but-need-to-strengthen-online-learning/2079280/
945653199	20200910	202009	2020	2020.6849	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	043	043	04	1	2.8	4	2	4	-0.72610587836079	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945653200	20200910	202009	2020	2020.6849	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	043	043	04	1	2.8	9	2	9	-0.72610587836079	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	https://www.afar.com/magazine/united-adding-new-nonstop-routes-to-hawaii-india-and-africa
945653594	20200910	202009	2020	2020.6849	ZAF	DURBAN	ZAF								AFR	AFRICA	AFR								0	043	043	04	1	2.8	4	2	4	-1.84842883548984	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	-29.85	31.0167	-1224926	1	India	IN	IN	20	77	IN	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	-29.85	31.0167	-1224926	20200910	https://www.africaleader.com/news/266349164/obituary--human-rights-advocate-george-bizos-dies-at-the-age-of-92
945653622	20200910	202009	2020	2020.6849	sen	SENA			sen						ELI	ACTOR						ELI			0	072	072	07	2	8.3	25	5	25	-9.09090909090905	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200910	https://www.batonrougepost.com/news/266349542/himachal-cm-condemns-demolition-of-kangana-property-by-bmc
945653623	20200910	202009	2020	2020.6849	sen	SENA			sen						ELI	ACTOR						ELI			0	072	072	07	2	8.3	10	5	10	-9.09090909090905	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	31.9167	77.25	-2097441	20200910	https://www.batonrougepost.com/news/266349542/himachal-cm-condemns-demolition-of-kangana-property-by-bmc
945654371	20200811	202008	2020	2020.6055	IND	PUNE	IND																		1	080	080	08	2	5.0	29	5	29	-4.95285259683039	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	0							4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200910	https://www.deccanherald.com/national/indias-trials-of-covid-19-vaccine-going-on-serum-institute-884968.html
945654447	20200910	202009	2020	2020.6849											COP	POLICE						COP			0	0841	084	08	2	7.0	6	1	6	-7.17131474103586	0							4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200910	https://timesofindia.indiatimes.com/city/vadodara/acb-arrests-psi-for-taking-rs-10k-bribe/articleshow/78024294.cms
945654448	20200910	202009	2020	2020.6849											COP	POLICE						COP			0	0841	084	08	2	7.0	4	1	4	-7.17131474103586	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200910	https://timesofindia.indiatimes.com/city/vadodara/acb-arrests-psi-for-taking-rs-10k-bribe/articleshow/78024294.cms
945654450	20200910	202009	2020	2020.6849											COP	POLICE						COP			0	190	190	19	4	-10.0	6	1	6	-7.17131474103586	0							4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200910	https://timesofindia.indiatimes.com/city/vadodara/acb-arrests-psi-for-taking-rs-10k-bribe/articleshow/78024294.cms
945654451	20200910	202009	2020	2020.6849											COP	POLICE						COP			0	190	190	19	4	-10.0	4	1	4	-7.17131474103586	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200910	https://timesofindia.indiatimes.com/city/vadodara/acb-arrests-psi-for-taking-rs-10k-bribe/articleshow/78024294.cms
945654453	20200910	202009	2020	2020.6849											CRM	CRIMINAL						CRM			0	043	043	04	1	2.8	5	1	5	-3.69549150036955	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200910	https://indiankanoon.org/doc/3065575/
945654490	20200910	202009	2020	2020.6849											EDU	STUDENT						EDU			1	081	081	08	2	5.0	10	1	10	-8.97155361050329	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200910	https://indianexpress.com/article/india/nia-court-grants-bail-to-2-students-held-under-uapa-6589906/
945654515	20200910	202009	2020	2020.6849											HLH	HOSPITAL						HLH			1	020	020	02	1	3.0	10	1	10	-3.30578512396694	0							4	Morbi, Gujarat, India	IN	IN09	22.8167	70.8333	-2104800	4	Morbi, Gujarat, India	IN	IN09	22.8167	70.8333	-2104800	20200910	https://timesofindia.indiatimes.com/city/rajkot/morbi-medical-shops-asked-to-keep-record-of-people-buying-medicine-for-fever-cold/articleshow/78025310.cms
945654524	20200910	202009	2020	2020.6849											IND	MADRAS	IND								1	020	020	02	1	3.0	14	3	14	0.470542432434467	0							4	Madras, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200910	https://indianexpress.com/article/cities/lucknow/ayodhya-ram-temple-construction-lt-reaches-out-to-iit-madras-for-expert-help-with-design-concrete-quality-6589905/
945654547	20200910	202009	2020	2020.6849											MDV	MALE	MDV								1	042	042	04	1	1.9	10	1	10	-6.30630630630631	0							4	Visavadar, Gujarat, India	IN	IN09	21.3833	70.6833	-2114517	4	Visavadar, Gujarat, India	IN	IN09	21.3833	70.6833	-2114517	20200910	https://timesofindia.indiatimes.com/city/rajkot/second-lion-attack-in-gir-somnath-in-48-hours/articleshow/78025217.cms
945654720	20200910	202009	2020	2020.6849	AFR	AFRICA	AFR								ZAF	CAPE TOWN	ZAF								0	046	046	04	1	7.0	4	1	4	-0.5524861878453	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Johannesburg, Gauteng, South Africa	SF	SF06	-26.2	28.0833	-1240261	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200910	http://www.msn.com/en-us/travel/news/united-adding-new-nonstop-routes-to-india-africa-and-hawaii-too/ar-BB18SnZt
