944138041	20200902	202009	2020	2020.6630											JUD	HIGH COURT						JUD			1	020	020	02	1	3.0	6	3	6	-4.46710007880221	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944138042	20200902	202009	2020	2020.6630											JUD	HIGH COURT						JUD			1	020	020	02	1	3.0	2	2	2	-4.9645390070922	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944138043	20200902	202009	2020	2020.6630											JUD	HIGH COURT						JUD			1	020	020	02	1	3.0	6	2	6	-4.9645390070922	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944138046	20200902	202009	2020	2020.6630											JUD	HIGH COURT						JUD			1	084	084	08	2	7.0	2	2	2	-4.9645390070922	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944138047	20200902	202009	2020	2020.6630											JUD	HIGH COURT						JUD			1	084	084	08	2	7.0	2	2	2	-4.9645390070922	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944138110	20200902	202009	2020	2020.6630											SAS	SOUTH ASIA	SAS								1	190	190	19	4	-10.0	10	1	10	-2.03125	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://www.hellenicshippingnews.com/indias-coal-imports-stumble-in-august-raising-risk-of-slow-recovery/
944138501	20200902	202009	2020	2020.6630	BUS	COMPANY						BUS													1	110	110	11	3	-2.0	45	5	45	0.819922480829713	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200902	https://mrtopstep.com/ball-corp-buys-tubex-facility-expands-in-aluminum-packaging/
944138613	20200902	202009	2020	2020.6630	CHN	CHINA	CHN																		0	050	050	05	1	3.5	10	5	10	-1.54440154440154	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	0							4	Chushul, Xizang, China	CH	CH14	29.35	90.65	-1934654	20200902	https://www.bignewsnetwork.com/news/266274611/have-taken-matter-of-aggressive-actions-with-china-mea
944138621	20200902	202009	2020	2020.6630	CHN	CHINESE	CHN																		1	072	072	07	2	8.3	1	1	1	-3.39321357285429	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://punemirror.indiatimes.com/news/india/army-thwarts-chinas-invasion-bid-in-ladakh/articleshow/77859282.cms
944138622	20200902	202009	2020	2020.6630	CHN	CHINESE	CHN																		1	072	072	07	2	8.3	7	1	7	-3.39321357285429	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://punemirror.indiatimes.com/news/india/army-thwarts-chinas-invasion-bid-in-ladakh/articleshow/77859282.cms
944138623	20200902	202009	2020	2020.6630	CHN	CHINA	CHN																		1	110	110	11	3	-2.0	29	11	29	-3.7590895191971	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	0							4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138626	20200902	202009	2020	2020.6630	CHN	CHINA	CHN																		1	125	125	12	3	-5.0	2	1	2	-3.39321357285429	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200902	https://punemirror.indiatimes.com/news/india/army-thwarts-chinas-invasion-bid-in-ladakh/articleshow/77859282.cms
944138638	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								BRN	BRUNEI	BRN								1	110	110	11	3	-2.0	74	10	74	-3.69108336257246	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138654	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								CHNMIL	CHINA	CHN					MIL			0	110	110	11	3	-2.0	2	1	2	-5.71010248901903	4	Galwan River, India (general), India	IN	IN00	34.7056	78.1703	-2095774	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Galwan River, India (general), India	IN	IN00	34.7056	78.1703	-2095774	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138671	20200902	202009	2020	2020.6630	CHN	BEIJING	CHN								IND	NEW DELHI	IND								1	110	110	11	3	-2.0	1	1	1	-5.71010248901903	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138672	20200902	202009	2020	2020.6630	CHN	BEIJING	CHN								IND	NEW DELHI	IND								1	110	110	11	3	-2.0	3	1	3	-5.71010248901903	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138674	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	110	110	11	3	-2.0	11	9	11	-3.69346171680917	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Tibetan Plateau, China (general), China	CH	CH00	33	92	-1922591	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138675	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	110	110	11	3	-2.0	11	9	11	-3.69346171680917	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138701	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								USA	THE US	USA								0	130	130	13	3	-4.4	8	1	8	-5.71010248901903	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Galwan River, India (general), India	IN	IN00	34.7056	78.1703	-2095774	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138702	20200902	202009	2020	2020.6630	CHN	CHINA	CHN								USA	THE US	USA								0	130	130	13	3	-4.4	2	1	2	-5.71010248901903	4	Galwan River, India (general), India	IN	IN00	34.7056	78.1703	-2095774	4	Galwan River, India (general), India	IN	IN00	34.7056	78.1703	-2095774	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138709	20200902	202009	2020	2020.6630	CHNGOV	XI JINPING	CHN					GOV			GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	28	6	28	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138710	20200902	202009	2020	2020.6630	CHNGOV	XI JINPING	CHN					GOV			GOV	PRIME MINISTER						GOV			0	046	046	04	1	7.0	63	6	63	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138711	20200902	202009	2020	2020.6630	CHNGOV	XI JINPING	CHN					GOV			IND	CHENNAI	IND								0	040	040	04	1	1.0	35	6	35	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944138716	20200902	202009	2020	2020.6630	CHNMIL	CHINA	CHN					MIL			IND	NEW DELHI	IND								1	046	046	04	1	7.0	1	1	1	-5.71010248901903	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944138857	20200902	202009	2020	2020.6630	CRM	MISCREANT						CRM													1	1712	171	17	4	-9.2	5	1	5	-14.8867313915858	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	0							4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/petrol-dealers-write-to-cp-over-attack-on-worker/articleshow/77877760.cms
944138861	20200902	202009	2020	2020.6630	CRM	MISCREANT						CRM			LAB	WORKER						LAB			1	1712	171	17	4	-9.2	5	1	5	-14.8867313915858	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/petrol-dealers-write-to-cp-over-attack-on-worker/articleshow/77877760.cms
944138903	20200902	202009	2020	2020.6630	CVL	CONSTITUENT						CVL													1	111	111	11	3	-2.0	8	2	8	1.79363517060368	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	0							1	United Kingdom	UK	UK	54	-4	UK	20200902	https://isp.netscape.com/pf/story/0002/20200901/KBN25S6EB_2
944138910	20200902	202009	2020	2020.6630	CVL	RESIDENTS						CVL													1	160	160	16	4	-4.0	5	1	5	-2.85714285714285	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	0							4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/railways-defer-boundary-wall-construction-after-locals-protest/articleshow/77877796.cms
944139040	20200902	202009	2020	2020.6630	EDU	COLLEGE						EDU			GOV	GOVERNMENT						GOV			1	036	036	03	1	4.0	10	1	10	-0.25773195876289	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/covid-effect-priests-request-resident-to-give-dry-food-for-shradhs/articleshow/77877807.cms
944139046	20200902	202009	2020	2020.6630	EDU	COLLEGE						EDU			REL	PRIEST									1	073	073	07	2	7.4	10	1	10	-0.25773195876289	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/covid-effect-priests-request-resident-to-give-dry-food-for-shradhs/articleshow/77877807.cms
944139047	20200902	202009	2020	2020.6630	EDU	COLLEGE						EDU			REL	PRIEST									1	100	100	10	3	-5.0	10	1	10	-0.25773195876289	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/covid-effect-priests-request-resident-to-give-dry-food-for-shradhs/articleshow/77877807.cms
944139224	20200902	202009	2020	2020.6630	GOV	CHIEF MINISTER						GOV													0	020	020	02	1	3.0	12	3	12	-4.46710007880221	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139276	20200902	202009	2020	2020.6630	GOV	ADMINISTRATION						GOV													0	046	046	04	1	7.0	3	1	3	-2.85714285714285	4	Prem Nagar, Uttar Pradesh, India	IN	IN36	27.0381	79.3461	10452564	0							4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/railways-defer-boundary-wall-construction-after-locals-protest/articleshow/77877796.cms
944139278	20200902	202009	2020	2020.6630	GOV	CHIEF MINISTER						GOV													0	050	050	05	1	3.5	12	3	12	-4.46710007880221	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139384	20200902	202009	2020	2020.6630	GOV	PRIME MINISTER						GOV			CHNGOV	XI JINPING	CHN					GOV			0	040	040	04	1	1.0	28	6	28	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944139385	20200902	202009	2020	2020.6630	GOV	PRIME MINISTER						GOV			CHNGOV	XI JINPING	CHN					GOV			0	046	046	04	1	7.0	63	6	63	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944139410	20200902	202009	2020	2020.6630	GOV	GOVERNMENT						GOV			EDU	COLLEGE						EDU			1	036	036	03	1	4.0	10	1	10	-0.25773195876289	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/covid-effect-priests-request-resident-to-give-dry-food-for-shradhs/articleshow/77877807.cms
944139440	20200902	202009	2020	2020.6630	GOV	PRESIDENT						GOV			LAB	WORKER						LAB			1	120	120	12	3	-4.0	2	1	2	-14.8867313915858	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	30.9	75.85	-2102840	20200902	https://timesofindia.indiatimes.com/city/ludhiana/petrol-dealers-write-to-cp-over-attack-on-worker/articleshow/77877760.cms
944139639	20200902	202009	2020	2020.6630	IND	DELHI	IND																		1	043	043	04	1	2.8	128	20	122	-3.35880666055214	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200902	https://www.indiagazette.com/news/266274603/mortal-remains-of-pranab-mukherjee-immersed-in-ganga-at-haridwar
944139640	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND																		0	043	043	04	1	2.8	4	1	4	-3.39321357285429	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200902	https://punemirror.indiatimes.com/news/india/army-thwarts-chinas-invasion-bid-in-ladakh/articleshow/77859282.cms
944139641	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND																		1	043	043	04	1	2.8	22	4	22	-2.41055399548316	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://punemirror.indiatimes.com/news/india/army-thwarts-chinas-invasion-bid-in-ladakh/articleshow/77859282.cms
944139642	20200902	202009	2020	2020.6630	IND	DELHI	IND																		1	080	080	08	2	5.0	9	2	9	-3.79948586118252	4	Ghaziabad, Uttar Pradesh, India	IN	IN36	28.6667	77.4333	-2096227	0							4	Ghaziabad, Uttar Pradesh, India	IN	IN36	28.6667	77.4333	-2096227	20200902	https://www.ndtv.com/noida-news/weekend-curbs-only-on-sundays-in-noida-ghaziabad-2288963
944139646	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND								CHN	BEIJING	CHN								1	110	110	11	3	-2.0	1	1	1	-5.71010248901903	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944139648	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND								CHN	BEIJING	CHN								1	110	110	11	3	-2.0	3	1	3	-5.71010248901903	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944139649	20200902	202009	2020	2020.6630	IND	CHENNAI	IND								CHNGOV	XI JINPING	CHN					GOV			0	040	040	04	1	1.0	35	6	35	-3.55894262698303	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200902	https://www.thehindu.com/news/international/china-using-coercive-tactics-in-pursuit-of-territorial-maritime-claims-pentagon/article32500351.ece
944139651	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND								CHNMIL	CHINA	CHN					MIL			1	046	046	04	1	7.0	1	1	1	-5.71010248901903	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200902	https://www.express.co.uk/news/world/1330174/world-war-3-South-China-Sea-beijing-India-Xi-Jinping-Narendra-Modi
944139653	20200902	202009	2020	2020.6630	IND	UTTAR PRADESH	IND								GOV	CHIEF MINISTER						GOV			0	020	020	02	1	3.0	6	3	6	-4.46710007880221	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139654	20200902	202009	2020	2020.6630	IND	UTTAR PRADESH	IND								GOV	CHIEF MINISTER						GOV			0	020	020	02	1	3.0	6	3	6	-4.46710007880221	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139655	20200902	202009	2020	2020.6630	IND	UTTAR PRADESH	IND								GOV	CHIEF MINISTER						GOV			0	050	050	05	1	3.5	6	3	6	-4.46710007880221	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139656	20200902	202009	2020	2020.6630	IND	UTTAR PRADESH	IND								GOV	CHIEF MINISTER						GOV			0	050	050	05	1	3.5	6	3	6	-4.46710007880221	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200902	https://www.indiagazette.com/news/266274241/up-dr-kafeel-khan-released-from-jail-thanks-judiciary
944139657	20200902	202009	2020	2020.6630	IND	NEW DELHI	IND								INDGOV	MAHARASHTRA	IND					GOV			1	012	012	01	1	-0.4	6	1	6	-1.68067226890757	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200902	https://timesofindia.indiatimes.com/india/supreme-court-pulls-up-maharashtra-and-delhi-over-migrants-welfare/articleshow/77881235.cms
