945046259	20200907	202009	2020	2020.6767	CHN	CHINA	CHN								MIL	MILITARY						MIL			0	154	154	15	4	-7.2	2	1	2	-1.70648464163822	1	China	CH	CH	35	105	CH	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046328	20200907	202009	2020	2020.6767	COP	POLICEMAN						COP													1	190	190	19	4	-10.0	12	2	12	-8.97385436013498	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200907	https://www.indiatoday.in/india/story/riots-in-delhi-s-chand-bagh-outcome-of-well-hatched-conspiracy-court-1719268-2020-09-07
945046652	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV													1	114	114	11	3	-2.0	25	3	25	-4.90635544699589	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200907	https://www.dailymaverick.co.za/opinionista/2020-09-06-an-essay-sas-economic-failure-in-detail-and-the-narrow-path-away-from-failure/
945046777	20200907	202009	2020	2020.6767	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	10	1	10	-10.3448275862069	4	Barrackpore, West Bengal, India	IN	IN28	22.7614	88.3719	-2090408	0							4	Barrackpore, West Bengal, India	IN	IN28	22.7614	88.3719	-2090408	20200907	https://www.indiatoday.in/india/story/crude-bomb-explosion-kills-2-injures-another-in-bengal-s-north-24-pargana-1719262-2020-09-07
945046778	20200907	202009	2020	2020.6767	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	10	1	10	-8.27338129496403	4	Kannauj, Uttar Pradesh, India	IN	IN36	27.0546	79.922	-2099545	0							4	Kannauj, Uttar Pradesh, India	IN	IN36	27.0546	79.922	-2099545	20200907	https://www.indiatoday.in/crime/story/struck-on-head-with-stick-over-stolen-mobile-seer-dies-in-up-s-kannauj-1719264-2020-09-07
945046817	20200907	202009	2020	2020.6767	IND	ARUNACHAL PRADESH	IND																		1	181	181	18	4	-9.0	10	1	10	-1.70648464163822	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	0							1	China	CH	CH	35	105	CH	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046960	20200907	202009	2020	2020.6767	MED	NEWS AGENCY						MED			COP	POLICE						COP			1	010	010	01	1	0.0	8	1	8	-2.50298851371251	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046967	20200907	202009	2020	2020.6767	MED	NEWS AGENCY						MED			MIL	ARMY						MIL			1	010	010	01	1	0.0	5	1	5	-1.70648464163822	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	4	Upper Subansiri, Arunachal Pradesh, India	IN	IN30	28.3	94	-2113902	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046988	20200907	202009	2020	2020.6767	MIL	WARSHIP						MIL													1	042	042	04	1	1.9	40	3	40	-1.98464912280702	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	0							4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	20200907	https://www.kitsapsun.com/story/news/2020/09/06/sailor-missing-uss-nimitz-search-underway-north-arabian-sea/5736106002/
945046990	20200907	202009	2020	2020.6767	MIL	COMMANDER						MIL													1	072	072	07	2	8.3	8	1	8	-1.70648464163822	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							1	China	CH	CH	35	105	CH	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046991	20200907	202009	2020	2020.6767	MIL	COMMANDER						MIL													1	072	072	07	2	8.3	2	1	2	-1.70648464163822	1	China	CH	CH	35	105	CH	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200907	https://www.indiatoday.in/india/story/indian-army-seeks-china-s-response-on-abduction-of-5-men-from-arunachal-pradesh-1719267-2020-09-07
945046993	20200907	202009	2020	2020.6767	MIL	CRUISER						MIL													1	090	090	09	2	-2.0	566	120	528	-3.58493394222307	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	0							4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	20200907	https://www.kitsapsun.com/story/news/2020/09/06/sailor-missing-uss-nimitz-search-underway-north-arabian-sea/5736106002/
945047002	20200907	202009	2020	2020.6767	MIL	NAVY						MIL			MEA	ARABIAN SEA	MEA								1	084	084	08	2	7.0	5	1	5	-3.15789473684211	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	20200907	https://www.kitsapsun.com/story/news/2020/09/06/sailor-missing-uss-nimitz-search-underway-north-arabian-sea/5736106002/
945047003	20200907	202009	2020	2020.6767	MIL	CRUISER						MIL			MEA	ARABIAN SEA	MEA								1	090	090	09	2	-2.0	706	121	680	-3.71392166403858	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	20200907	https://www.kitsapsun.com/story/news/2020/09/06/sailor-missing-uss-nimitz-search-underway-north-arabian-sea/5736106002/
945047124	20200907	202009	2020	2020.6767	RUS	RUSSIA	RUS								ITA	ITALY	ITA								0	020	020	02	1	3.0	1	1	1	-3.49301397205588	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	Russia	RS	RS	60	100	RS	20200907	https://www.bangkokpost.com/thailand/politics/1981103/repatriation-effort-calls-on-all-hands
945047125	20200907	202009	2020	2020.6767	RUS	RUSSIA	RUS								ITA	ITALY	ITA								0	020	020	02	1	3.0	2	2	2	-3.20404817740943	1	Russia	RS	RS	60	100	RS	1	India	IN	IN	20	77	IN	1	Russia	RS	RS	60	100	RS	20200907	https://www.bangkokpost.com/thailand/politics/1981103/repatriation-effort-calls-on-all-hands
945047996	20200907	202009	2020	2020.6767											CHN	CHINA	CHN								1	061	061	06	2	6.4	4	1	4	-2.51626516616845	0							4	Bangalore, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200907	https://timesofindia.indiatimes.com/india/how-lac-tension-is-delaying-work-on-mumbai-coastal-road/articleshow/77968859.cms
945048008	20200907	202009	2020	2020.6767											CVL	MIGRANT WORKER						CVL			1	020	020	02	1	3.0	35	4	35	-1.41646671762897	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200907	https://www.hindustantimes.com/india-news/delhi-govt-clinics-work-overtime-to-ramp-up-covid-19-testing/story-wazEswWXTUuh7tSVTdagIM.html
945048029	20200907	202009	2020	2020.6767											GOV	MINIST						GOV			0	040	040	04	1	1.0	5	1	5	0.79365079365079	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200907	https://indianexpress.com/article/business/economy/india-gdp-economy-shrink-coronavirus-impact-economy-govt-stimulus-modi-govt-6585793/
945048038	20200907	202009	2020	2020.6767											IND	MUMBAI	IND								1	042	042	04	1	1.9	213	36	197	-1.76303189276348	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200907	https://www.desimartini.com/news/martini-shots/trending/swara-bhaskar-sonu-sood-riteish-deshmukh-and-others-hit-back-after-kangana-ranauts-mumbai-feels-like-pok-comment-article157254.htm
945048039	20200907	202009	2020	2020.6767											IND	CALCUTTA	IND								0	042	042	04	1	1.9	4	1	4	-5.69620253164557	0							4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048041	20200907	202009	2020	2020.6767											IND	CALCUTTA	IND								0	043	043	04	1	2.8	4	1	4	-5.69620253164557	0							4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048106	20200907	202009	2020	2020.6767											sen	SENA			sen						1	020	020	02	1	3.0	2	1	2	0.42918454935622	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200907	https://www.desimartini.com/news/martini-shots/trending/swara-bhaskar-sonu-sood-riteish-deshmukh-and-others-hit-back-after-kangana-ranauts-mumbai-feels-like-pok-comment-article157254.htm
945048107	20200907	202009	2020	2020.6767											sen	SENA			sen						1	020	020	02	1	3.0	6	1	6	0.42918454935622	0							4	Manali, Tamil Nadu, India	IN	IN25	10.5833	79.65	-2103601	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200907	https://www.desimartini.com/news/martini-shots/trending/swara-bhaskar-sonu-sood-riteish-deshmukh-and-others-hit-back-after-kangana-ranauts-mumbai-feels-like-pok-comment-article157254.htm
945048108	20200907	202009	2020	2020.6767											sen	SENA			sen						1	020	020	02	1	3.0	2	1	2	0.42918454935622	0							4	Manali, Tamil Nadu, India	IN	IN25	10.5833	79.65	-2103601	4	Manali, Tamil Nadu, India	IN	IN25	10.5833	79.65	-2103601	20200907	https://www.desimartini.com/news/martini-shots/trending/swara-bhaskar-sonu-sood-riteish-deshmukh-and-others-hit-back-after-kangana-ranauts-mumbai-feels-like-pok-comment-article157254.htm
945048187	20200907	202009	2020	2020.6767	BUS	INDUSTRY						BUS													0	033	033	03	1	5.2	5	1	5	1.92307692307692	4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	0							4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	20200907	https://www.hindustantimes.com/business-news/government-asks-auto-industry-to-cut-imports-raise-exports/story-urgYLtmGWo9Blx90qo8h5O.html
945048240	20200907	202009	2020	2020.6767	CHN	CHINA	CHN								CHR	CHRISTIAN MISSIONARIES				CHR					1	190	190	19	4	-10.0	4	1	4	-5.69620253164557	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048242	20200907	202009	2020	2020.6767	CHN	CHINA	CHN								IND	RAJASTHAN	IND								1	043	043	04	1	2.8	2	1	2	-5.69620253164557	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048245	20200907	202009	2020	2020.6767	CHN	CHINESE	CHN								REB	REBELLION						REB			0	057	057	05	1	8.0	1	1	1	-5.69620253164557	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	1	United Kingdom	UK	UK	54	-4	UK	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048246	20200907	202009	2020	2020.6767	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	2	1	2	-5.69620253164557	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048279	20200907	202009	2020	2020.6767	COP	POLICE						COP			HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-6.73575129533679	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	20200907	https://www.hindustantimes.com/delhi-news/trans-person-shot-dead-in-east-delhi/story-Sx7i1RTQiaFpNTUg3jNifJ.html
945048334	20200907	202009	2020	2020.6767	EDU	COLLEGE						EDU													1	010	010	01	1	0.0	4	1	4	0.119189511323	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200907	https://indianexpress.com/article/education/app-developed-by-two-iit-b-friends-helps-jk-students-beat-slow-internet-speeds-6585819/
945048372	20200907	202009	2020	2020.6767	EDUEDU	SCHOOL						EDU	EDU												1	010	010	01	1	0.0	5	1	5	0.119189511323	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200907	https://indianexpress.com/article/education/app-developed-by-two-iit-b-friends-helps-jk-students-beat-slow-internet-speeds-6585819/
945048453	20200907	202009	2020	2020.6767	GOV	ATTORNEY GENERAL						GOV													1	010	010	01	1	0.0	10	1	10	-1.93661971830986	4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	0							4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	20200907	https://timesofindia.indiatimes.com/india/kesavananda-bharati-seer-behind-statutes-basic-structure-doctrine/articleshow/77968882.cms
945048454	20200907	202009	2020	2020.6767	GOV	GOVERNMENT OFFICIAL						GOV													1	010	010	01	1	0.0	206	12	148	-0.269548220450389	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200907	https://indianexpress.com/article/business/economy/india-gdp-economy-shrink-coronavirus-impact-economy-govt-stimulus-modi-govt-6585793/
945048469	20200907	202009	2020	2020.6767	GOV	MINIST						GOV													1	040	040	04	1	1.0	25	2	25	-6.04799784938356	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200907	https://indianexpress.com/article/business/economy/india-gdp-economy-shrink-coronavirus-impact-economy-govt-stimulus-modi-govt-6585793/
945048472	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV													0	051	051	05	1	3.4	5	1	5	1.92307692307692	4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	0							4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	20200907	https://www.hindustantimes.com/business-news/government-asks-auto-industry-to-cut-imports-raise-exports/story-urgYLtmGWo9Blx90qo8h5O.html
945048481	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV													1	0833	083	08	2	5.0	4	1	4	-1.93661971830986	4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	0							4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	20200907	https://timesofindia.indiatimes.com/india/kesavananda-bharati-seer-behind-statutes-basic-structure-doctrine/articleshow/77968882.cms
945048496	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV			BUS	INDUSTRY						BUS			1	020	020	02	1	3.0	5	1	5	1.92307692307692	4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	4	Hosur, Tamil Nadu, India	IN	IN25	12.7167	77.8167	-2097610	20200907	https://www.hindustantimes.com/business-news/government-asks-auto-industry-to-cut-imports-raise-exports/story-urgYLtmGWo9Blx90qo8h5O.html
945048505	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV			CVL	THE POOR						CVL			0	073	073	07	2	7.4	5	1	5	0.79365079365079	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200907	https://indianexpress.com/article/business/economy/india-gdp-economy-shrink-coronavirus-impact-economy-govt-stimulus-modi-govt-6585793/
945048512	20200907	202009	2020	2020.6767	GOV	GOVERNMENT						GOV			IND	JABALPUR	IND								1	0833	083	08	2	5.0	6	1	6	-1.93661971830986	4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	4	Jabalpur, Madhya Pradesh, India	IN	IN35	23.1667	79.95	-2097915	20200907	https://timesofindia.indiatimes.com/india/kesavananda-bharati-seer-behind-statutes-basic-structure-doctrine/articleshow/77968882.cms
945048571	20200907	202009	2020	2020.6767	HLH	HOSPITAL						HLH			COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-6.73575129533679	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	4	Shahdara, Madhya Pradesh, India	IN	IN35	24.6167	77.6	-2110862	20200907	https://www.hindustantimes.com/delhi-news/trans-person-shot-dead-in-east-delhi/story-Sx7i1RTQiaFpNTUg3jNifJ.html
945048592	20200907	202009	2020	2020.6767	IND	TAMIL NADU	IND																		0	030	030	03	1	4.0	5	1	5	-3.38983050847457	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	0							5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	20200907	https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-pollution-control-board-warns-of-action-against-marriage-halls-and-restaurants-found-flouting-the-norms/article32538591.ece
945048593	20200907	202009	2020	2020.6767	IND	CALCUTTA	IND																		1	042	042	04	1	1.9	16	3	16	-2.90054331335268	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	0							4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048595	20200907	202009	2020	2020.6767	IND	MUMBAI	IND																		1	043	043	04	1	2.8	237	36	219	-1.79782930887024	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200907	https://www.desimartini.com/news/martini-shots/trending/swara-bhaskar-sonu-sood-riteish-deshmukh-and-others-hit-back-after-kangana-ranauts-mumbai-feels-like-pok-comment-article157254.htm
945048596	20200907	202009	2020	2020.6767	IND	CALCUTTA	IND																		1	043	043	04	1	2.8	22	4	22	-2.32075632222382	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	0							4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048599	20200907	202009	2020	2020.6767	IND	RAJASTHAN	IND								CHN	CHINA	CHN								1	010	010	01	1	0.0	2	1	2	-5.69620253164557	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048601	20200907	202009	2020	2020.6767	IND	RAJASTHAN	IND								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-5.69620253164557	4	Pitang, Hunan, China	CH	CH11	26.935	113.853	11383488	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048603	20200907	202009	2020	2020.6767	IND	LUCKNOW	IND								EDU	COLLEGE						EDU			1	010	010	01	1	0.0	3	1	3	0.119189511323	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200907	https://indianexpress.com/article/education/app-developed-by-two-iit-b-friends-helps-jk-students-beat-slow-internet-speeds-6585819/
945048712	20200907	202009	2020	2020.6767	MIL	MILITARY						MIL			RUS	RUSSIAN	RUS								0	010	010	01	1	0.0	1	1	1	-5.69620253164557	1	Russia	RS	RS	60	100	RS	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
945048713	20200907	202009	2020	2020.6767	MIL	MILITARY						MIL			RUS	RUSSIAN	RUS								0	010	010	01	1	0.0	1	1	1	-5.69620253164557	1	Russia	RS	RS	60	100	RS	1	Russia	RS	RS	60	100	RS	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200907	https://timesofindia.indiatimes.com/city/jaipur/when-indian-soldiers-went-to-china-to-crush-a-rebellion/articleshow/77968480.cms
